"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Click 'New' button under Desktop tab and verify Prospect/Invoice Details form opens.","1797","TC-PAYMENT-003: Open 'New' Prospect Creation Form Under Desktop Tab","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Check/poll DB for auto-transition to 'ready_to_convert'. If timeout occurs, automatically apply DB fallback.","10382","TC-ENQ-004: Ensure DB State is 'ready_to_convert' (Auto-poll with Fallback)","tests.latest_tests","2026-09-05","passed","2026-09-05","TestEnquiryToLead","test_enquiry_to_lead","",""
"Verify that the user navigates to the Report module and reports listing table is visible.","577","TC-DOWNLOAD-001: Navigate to Report Module and Verify Listing View","tests.latest_tests","2026-09-05","passed","2026-09-05","TestReportDownload","test_report_download","",""
"Select configured status from the Status dropdown.","970","TC-SUPPORT-004: Set Support Ticket Status","tests.latest_tests","2026-09-05","passed","2026-09-05","TestSupportTicketFlow","test_support_ticket_flow","",""
"","1939","TC-DEMO-NEG-03: [Negative] Verify Create Lead Modal Dismissal via Close Button","tests.latest_tests","2026-09-05","passed","2026-09-05","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Click 'Back to listing' button and assert return to /payments/listing.","481","TC-PAYMENT-014: Navigate 'Back to listing' & Assert Payments Listing Screen","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"","2024","TC-DEMO-NEG-02: [Negative] Validate Mobile Number Field with Short Invalid Length (<10 digits)","tests.latest_tests","2026-09-05","passed","2026-09-05","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Execute /auth/v1/enquiry/enquiryToLead endpoint after ensuring state is ready_to_convert.","287","TC-ENQ-005: Trigger Enquiry-to-Lead Conversion API","tests.latest_tests","2026-09-05","passed","2026-09-05","TestEnquiryToLead","test_enquiry_to_lead","",""
"Fill valid problem description and solution provided textboxes.","878","TC-SUPPORT-001: Fill Problem and Solution Descriptions","tests.latest_tests","2026-09-05","passed","2026-09-05","TestSupportTicketFlow","test_support_ticket_flow","",""
"Query PostgreSQL database to assert lead record is stored for target mobile.","2029","TC-DEMO-006: Verify Record Persistence in PostgreSQL Database","tests.latest_tests","2026-09-05","passed","2026-09-05","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Locate Dashboard KPI metrics table, assert visibility, and capture DOM structure.","148","TC-DASH-003: Verify Dashboard KPI Metrics Table Rendering & Structure","tests.latest_tests","2026-09-05","passed","2026-09-05","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Click 'Save and Continue' on empty prospect form and verify submission is blocked.","1088","TC-PAYMENT-NEG-01: Verify Blank Form Submission Is Blocked","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Pick today's date from calendar popover and click Save Details.","2522","TC-DEMO-005: Select Demo Schedule Date in DatePicker and Save Details","tests.latest_tests","2026-09-05","passed","2026-09-05","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Search by Subscription ID in the listing search bar under 'All' tab and assert filtered record appears.","4507","TC-RENEWAL-014: Search Renewal Lead Listing by Copied Subscription ID","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Verify that the primary Overall Summary data table loads and is visible.","14469","TC-REP-004: Verify Overall Summary Main Data Table Rendering","tests.latest_tests","2026-09-05","passed","2026-09-05","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Verify that the 'Tasks for Today' header / section is rendered and visible on dashboard.","10","TC-DASH-002: Verify 'Tasks for Today' Dashboard Section Visibility","tests.latest_tests","2026-09-05","passed","2026-09-05","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Select 'Demo Scheduled' from the Stage dropdown on Lead Details dialog.","1835","TC-DEMO-003: Update Lead Stage to 'Demo Scheduled'","tests.latest_tests","2026-09-05","passed","2026-09-05","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Find the 'Overall Summary' row in the reports listing and click its 'View Report' button.","492","TC-REP-002: Locate 'Overall Summary' Row and Open 'View Report'","tests.latest_tests","2026-09-05","passed","2026-09-05","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Fill customer name and valid 10-digit mobile.","906","TC-SUPPORT-002: Fill Customer Name and Valid 10-Digit Mobile","tests.latest_tests","2026-09-05","passed","2026-09-05","TestSupportTicketFlow","test_support_ticket_flow","",""
"Verify that authenticated user lands on /dashboard without redirection to login.","15","TC-DASH-001: Verify Dashboard Authentication & Landing URL","tests.latest_tests","2026-09-05","passed","2026-09-05","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Fill valid Mobile (9811511401), unique dynamic Email, and Name (Test Rohit).","1330","TC-PAYMENT-004: Fill Customer Identity Details (Mobile, Dynamic Email, Customer Name)","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Select 'BIPL' for Generated By and apply Date Range via 'Done' button.","5893","TC-DOWNLOAD-004: Configure 'Generated By' & 'Date Range' Filters","tests.latest_tests","2026-09-05","passed","2026-09-05","TestReportDownload","test_report_download","",""
"Switch between various date ranges and product filters on the dashboard and verify table stability without errors.","6462","TC-RENEWAL-002: Verify Dynamic Date & Product Filter Switching on Renewal Dashboard","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Enquiry creation accepts empty/missing mobile with 200, and sanitization API fails validation.","223","TC-ENQ-007: [Negative] Create Enquiry with Missing Mobile and Assert Failure at Sanitization API","tests.latest_tests","2026-09-05","passed","2026-09-05","TestEnquiryToLead","test_enquiry_to_lead","",""
"Fill valid target mobile, contact person, and remarks, then submit.","2714","TC-DEMO-002: Open Create Lead Modal and Submit Valid Details","tests.latest_tests","2026-09-05","passed","2026-09-05","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Verify entering incomplete mobile number (<10 digits) prevents submission.","2092","TC-LEAD-NEG-002: Validate Mobile Number Field with Short Invalid Length (< 10 Digits)","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCreateLeadFlow","test_create_lead_flow","",""
"Verifies that empty and whitespace-only email entries cannot be submitted.","1816","TC-AUTH-NEG-02: Verify Continue Button Disabled on Empty or Whitespace-Only Email","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCrmLoginFlow","test_crm_login","",""
"Extract Subscription ID from the top row, open Follow Up Update modal, and verify details.","1820","TC-RENEWAL-007: Extract Top Row Subscription ID & Open Follow-Up Modal","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"","4792","TC-LEAD-005: Close Details Dialog and Search Created Lead in Listing Table","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCreateLeadFlow","test_create_lead_flow","",""
"Clear search input and verify listing table restores and displays records.","2476","TC-RENEWAL-013: Clear Search Filter and Verify Full Lead Listing Restores","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"","864","TC-LEAD-004: Submit Create Lead Form and Verify 'Lead Details' Confirmation","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCreateLeadFlow","test_create_lead_flow","",""
"Verify that 'KPI (Overall Any Duration Conversion)' is present in the table.","6","TC-REP-007: Validate 'KPI (Overall Any Duration Conversion)' Metric Section","tests.latest_tests","2026-09-05","passed","2026-09-05","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Verify closing the Create Lead modal does not create a lead and restores the listing view.","1989","TC-LEAD-NEG-003: Verify Modal Dismissal Cancels Lead Creation","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCreateLeadFlow","test_create_lead_flow","",""
"Verify that entering an incomplete/short customer mobile number (<10 digits) blocks submission.","919","TC-SUPPORT-NEG-02: Verify Invalid/Short Customer Mobile Rejection","tests.latest_tests","2026-09-05","passed","2026-09-05","TestSupportTicketFlow","test_support_ticket_flow","",""
"Search with a non-existent 10-digit Subscription ID ('0000000000') and verify empty state display.","4310","TC-RENEWAL-011: Search Renewal Listing with Non-Existent Subscription ID","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Click Dashboard menu item from main navigation and assert URL.","462","TC-SUPPORT-007: Navigate to Support Dashboard & Verify Landing URL","tests.latest_tests","2026-09-05","passed","2026-09-05","TestSupportTicketFlow","test_support_ticket_flow","",""
"Enter draft remarks, close/cancel modal, re-open modal, and verify unsaved draft was discarded.","3394","TC-RENEWAL-009: Verify Follow-Up Modal Cancellation Discards Unsaved Input","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Click the Total Lead count cell, verify navigation to /lead/listing, and await loader completion.","573","TC-DASH-005: Verify Interactive Navigation from KPI Cell to Leads Listing","tests.latest_tests","2026-09-05","passed","2026-09-05","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Poll the reports listing row until status becomes 'Completed' and format shows 'XLSX'.","12158","TC-DOWNLOAD-006: Poll and Verify Report Generation Status ('Completed' & 'XLSX')","tests.latest_tests","2026-09-05","passed","2026-09-05","TestReportDownload","test_report_download","",""
"Assert prospect row in listing table with Customer, Product, Amount 11880.00, and Status Payment Pending.","20","TC-PAYMENT-015: Verify Created Payment Record (Amount: 11880.00, Status: Payment Pending) in Listing Grid","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Verify pagination selector exists, switch rows per page or inspect page controls, and ensure table stability.","116","TC-RENEWAL-005: Verify Listing Rows Per Page and Pagination Controls","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Verifies server-side rejection for unregistered accounts:
1. Enter syntactically valid but unregistered email address
2. Verify Continue button becomes enabled
3. Click Continue button
4. Verify 'Invalid Credential' error message or notification appears
5. Verify user remains on Login screen and is not navigated to OTP screen","2855","TC-AUTH-NEG-03: Verify Unregistered Email Displays Error and Stays on Login Page","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCrmLoginFlow","test_crm_login","",""
"Click row to open Order Summary modal and assert pricing details and customer info.","1750","TC-PAYMENT-016: Open and Verify Row-Level 'Order Summary' Modal Details & Pricing","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Verify that submitting an empty Add Support form triggers mandatory validation and prevents submission.","555","TC-SUPPORT-NEG-01: Verify Blank Form Submission Is Blocked","tests.latest_tests","2026-09-05","passed","2026-09-05","TestSupportTicketFlow","test_support_ticket_flow","",""
"Trigger /enquiryToLead when enquiry is in 'pending' state without waiting for sanitization.","3093","TC-ENQ-010: [Negative] Trigger Conversion when State is 'pending'","tests.latest_tests","2026-09-05","passed","2026-09-05","TestEnquiryToLead","test_enquiry_to_lead","",""
"Fill Address and Pincode 781037; verify City (Kamrup) and State (Assam) auto-fill.","2642","TC-PAYMENT-005: Fill Billing Address & Verify Pincode Auto-Populates City & State","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Click the Excel icon button to trigger generation and close dialog.","1520","TC-DOWNLOAD-005: Trigger Excel Report Generation from Advance Filters Modal","tests.latest_tests","2026-09-05","passed","2026-09-05","TestReportDownload","test_report_download","",""
"Click 'Send Payment Link' button and assert 'Payment Link Generated' modal appears.","2364","TC-PAYMENT-012: Trigger 'Send Payment Link' and Verify Generated Dialog","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Send enquiry create request without client/secret headers and assert unauthorized.","111","TC-ENQ-008: [Negative] Create Enquiry with Missing / Invalid Authorization Headers","tests.latest_tests","2026-09-05","passed","2026-09-05","TestEnquiryToLead","test_enquiry_to_lead","",""
"Verifies user can cancel OTP entry and return to the Login screen:
1. Advance to OTP screen
2. Click 'Back to Login' button
3. Verify user is returned to the initial Login page with heading and email input visible","2892","TC-AUTH-NEG-06: Verify Back to Login Button from OTP Screen Returns to Email Entry","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCrmLoginFlow","test_crm_login","",""
"Click Download button, save Excel file to disk, and verify file existence and non-zero size.","593","TC-DOWNLOAD-007: Download Physical Excel File to Disk & Validate Integrity","tests.latest_tests","2026-09-05","passed","2026-09-05","TestReportDownload","test_report_download","",""
"Attempt to submit Follow-Up modal without selecting Call Disposition and assert submission is prevented.","131","TC-RENEWAL-008: Verify Mandatory Validation when Saving Follow-Up without Call Disposition","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Verify that the newly inserted enquiry appears in PostgreSQL with initial 'pending' status.","22","TC-ENQ-002: Verify Created Enquiry Exists in DB with Initial State","tests.latest_tests","2026-09-05","passed","2026-09-05","TestEnquiryToLead","test_enquiry_to_lead","",""
"Click 'Download Report' icon button for Overall Summary and verify modal opens.","579","TC-DOWNLOAD-002: Open 'Advance Filters' Dialog for Overall Summary","tests.latest_tests","2026-09-05","passed","2026-09-05","TestReportDownload","test_report_download","",""
"Verify URL is /payments/generate and 'Desktop' tab is active.","3936","TC-PAYMENT-002: Verify Navigation to 'Generate Payment Link' Screen","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Verifies that client-side email format validation prevents submission for malformed email syntax.","2431","TC-AUTH-NEG-01: Verify Continue Button Remains Disabled for Malformed Email Format","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCrmLoginFlow","test_crm_login","",""
"Enter invalid email format (missing domain) and verify submission is blocked.","1512","TC-PAYMENT-NEG-03: Verify Invalid Email Format Rejection","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"","2009","TC-DEMO-NEG-01: [Negative] Validate Form Submission Blocked with Empty Mobile","tests.latest_tests","2026-09-05","passed","2026-09-05","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Perform database pre-cleanup and call /API/enquiry/create/ with configured payload & headers.","13347","TC-ENQ-001: DB Pre-cleanup and Create Enquiry via REST API","tests.latest_tests","2026-09-05","passed","2026-09-05","TestEnquiryToLead","test_enquiry_to_lead","",""
"Enter 5-digit incomplete mobile number and verify submission is blocked.","1522","TC-PAYMENT-NEG-02: Verify Incomplete Mobile Number (<10 Digits) Rejection","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Reset existing payment prospect records in PostgreSQL for mobile 9811511401 and rohitsolanki1170@gmail.com.","137","TC-PAYMENT-001: Execute Database Pre-cleanup for Target Mobile & Email","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Verify that user can navigate to the Report listing module and URL reflects /report.","8730","TC-REP-001: Verify Successful Navigation to Report Module & Page URL","tests.latest_tests","2026-09-05","passed","2026-09-05","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Assert Taxable Amount, GST (18%), and initial Grand Total before TDS deduction.","21","TC-PAYMENT-009: Verify Initial Order Summary Pricing (Taxable: Rs. 11,000, GST: Rs. 1,980, Pre-TDS: Rs. 12,980)","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Select 'CRM SUPER ADMIN' for Assigned To and '3M Infocare' for Partner Name.","13715","TC-DOWNLOAD-003: Configure 'Assigned To' & 'Partner Name' Filters","tests.latest_tests","2026-09-05","passed","2026-09-05","TestReportDownload","test_report_download","",""
"Search with special characters and SQL injection payload strings, asserting system handles them safely without UI crash.","2557","TC-RENEWAL-012: Search Renewal Listing with Special Characters and Injection Strings","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Click 'Update' button and assert success toast.","500","TC-SUPPORT-005: Submit Support Ticket & Verify Toast Notification","tests.latest_tests","2026-09-05","passed","2026-09-05","TestSupportTicketFlow","test_support_ticket_flow","",""
"Verify that Customer Name, Disposition, and Sub Disposition appear in the history grid.","19","TC-SUPPORT-006: Verify Newly Created Ticket in Support History Grid","tests.latest_tests","2026-09-05","passed","2026-09-05","TestSupportTicketFlow","test_support_ticket_flow","",""
"Switch across listing tabs (Overdue, Upcoming, Due, All) and verify table updates cleanly without error.","1325","TC-RENEWAL-004: Verify Status Segment Tab Switching on Renewal Lead Listing","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Assert that no error alerts, crashes, or 'Something went wrong' states exist on the report page.","7","TC-REP-003: Verify Absence of System Errors, 500 Banners & Broken State","tests.latest_tests","2026-09-05","passed","2026-09-05","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Click 'Copy' button and assert clipboard confirmation.","975","TC-PAYMENT-013: Copy Generated Payment Link to Clipboard & Verify Confirmation","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Assert that the Dashboard KPI Lead count strictly equals the Leads Listing 'All' tab count.","5","TC-DASH-007: Verify Data Synchronization Between Dashboard Count and Listing Count","tests.latest_tests","2026-09-05","passed","2026-09-05","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Click '+' button on Basic - Single User plan to increment quantity to 1.","2119","TC-PAYMENT-008: Add Quantity 1 to 'Basic - Single User' Plan (Rs. 11,000)","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Navigate to Renewal Lead Listing (/lead/renewal/listing) and verify header columns & table load.","6723","TC-RENEWAL-003: Navigate to Renewal Lead Listing & Validate Columns","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Select 360 Days duration and assert plans grid is displayed.","879","TC-PAYMENT-007: Activate '360 Days' Plan Duration & Verify Plans Grid Rendering","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Trigger sanitization on a non-existent mobile number and verify handling.","135","TC-ENQ-009: [Negative] Sanitize API with Non-Existent Dummy Mobile Number","tests.latest_tests","2026-09-05","passed","2026-09-05","TestEnquiryToLead","test_enquiry_to_lead","",""
"","1358","TC-LEAD-003: Fill Valid Dynamic Mobile, Contact Person & Remarks","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCreateLeadFlow","test_create_lead_flow","",""
"Select 'Follow Up - Customer' from Call Disposition dropdown.","1516","TC-DEMO-004: Select Call Disposition ('Follow Up - Customer')","tests.latest_tests","2026-09-05","passed","2026-09-05","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Complete flow: DB Cleanup -> Create Enquiry -> Sanitize -> Auto Poll / Fallback DB Update -> EnquiryToLead -> DB Verify.","14433","TC-ENQ-011: Complete End-to-End Enquiry-to-Lead Pipeline with Automated State Polling & Fallback","tests.latest_tests","2026-09-05","passed","2026-09-05","TestEnquiryToLead","test_enquiry_to_lead","",""
"Select configured Disposition and Sub-Disposition options.","1858","TC-SUPPORT-003: Configure Disposition and Sub-Disposition","tests.latest_tests","2026-09-05","passed","2026-09-05","TestSupportTicketFlow","test_support_ticket_flow","",""
"Verify that the 'BIPL Generated' data metric section is present in the table.","8","TC-REP-006: Validate 'BIPL Generated' Metric Column & Section Presence","tests.latest_tests","2026-09-05","passed","2026-09-05","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Click 'Save and Continue' and assert 'Payment prospect created successfully' toast.","1879","TC-PAYMENT-006: Submit Prospect Form & Verify Success Toast Notification","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"Confirm TDS deduction modal and assert TDS deduction (-Rs. 1,100) and final Grand Total (Rs. 11,880).","1491","TC-PAYMENT-011: Confirm TDS Deduction & Validate 10% TDS (-Rs. 1,100) and Final Total (Rs. 11,880)","tests.latest_tests","2026-09-05","passed","2026-09-05","TestPaymentLinkFlow","test_payment_link_flow","",""
"","34","TC-LEAD-001: Verify Navigation to Lead Module and Listing Table Load","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCreateLeadFlow","test_create_lead_flow","",""
"Call /auth/v1/enquiry/sanitize/v2/ to trigger sanitization on the enquiry.","1413","TC-ENQ-003: Trigger Enquiry Sanitization API","tests.latest_tests","2026-09-05","passed","2026-09-05","TestEnquiryToLead","test_enquiry_to_lead","",""
"Select 'Follow Up - Customer', enter dynamic remarks, save details, and assert success toast.","4824","TC-RENEWAL-010: Configure Call Disposition, Dynamic Remarks & Save Details","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Open History modal, switch to Follow Up History tab, and assert newly created follow-up card.","3235","TC-RENEWAL-015: Open History Modal & Verify Follow-Up Record and Remarks","tests.latest_tests","2026-09-05","passed","2026-09-05","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"","542","TC-LEAD-002: Open Create Lead Modal & Verify Input Fields Rendered","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCreateLeadFlow","test_create_lead_flow","",""
"Verify submitting form without mobile number triggers validation.","2106","TC-LEAD-NEG-001: Validate Form Submission Blocked on Empty Mobile","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCreateLeadFlow","test_create_lead_flow","",""
"Reset existing lead records for target mobile in PostgreSQL database.","40","TC-DEMO-001: Execute Database Pre-cleanup for Target Mobile Number","tests.latest_tests","2026-09-05","passed","2026-09-05","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Single-session verification of the complete CRM login flow:
1. Verify initial Login page UI elements (Heading, Email Input, Disabled Continue Button, Google option)
2. Verify entering valid email enables Continue button
3. Click Continue and verify OTP verification screen is displayed
4. Submit valid OTP, verify Company Listing screen, and log out cleanly","7449","TC-AUTH-E2E: Complete CRM Email + OTP Login, Company Listing, and Logout Flow","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCrmLoginFlow","test_crm_login","",""
"Verifies server-side rejection when submitting an incorrect OTP:
1. Enter registered valid email and advance to OTP screen
2. Enter intentionally incorrect OTP digits
3. Verify 'Invalid OTP' error message is displayed
4. Verify Company Listing is NOT accessible and user remains on OTP screen","21759","TC-AUTH-NEG-04: Verify Incorrect OTP Displays Error and Prevents Authentication","tests.latest_tests","2026-09-05","passed","2026-09-05","TestCrmLoginFlow","test_crm_login","",""
