"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Assert that the Dashboard KPI Lead count strictly equals the Leads Listing 'All' tab count.","0","TC-DASH-007: Verify Data Synchronization Between Dashboard Count and Listing Count","tests.latest_tests","2026-08-28","broken","2026-08-28","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Assert that no error alerts, crashes, or 'Something went wrong' states exist on the report page.","0","TC-REP-003: Verify Absence of System Errors, 500 Banners & Broken State","tests.latest_tests","2026-08-28","broken","2026-08-28","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Verify that entering an incomplete mobile number (<10 digits) prevents submission.","30018","TC-LEAD-NEG-002: Validate Mobile Number Field with Short Invalid Length (< 10 Digits)","tests.latest_tests","2026-08-28","broken","2026-08-28","TestCreateLeadFlow","test_create_lead_flow","",""
"Query PostgreSQL to verify that enquiry is processed and lead state is updated.","1","TC-ENQ-006: Verify Final Lead Record State in Database","tests.latest_tests","2026-08-28","broken","2026-08-28","TestEnquiryToLead","test_enquiry_to_lead","",""
"Click the Excel icon button to trigger generation and close dialog.","0","TC-DOWNLOAD-005: Trigger Excel Report Generation from Advance Filters Modal","tests.latest_tests","2026-08-28","broken","2026-08-28","TestReportDownload","test_report_download","",""
"Send enquiry create request without client/secret headers and assert unauthorized.","30015","TC-ENQ-008: [Negative] Create Enquiry with Missing / Invalid Authorization Headers","tests.latest_tests","2026-08-28","broken","2026-08-28","TestEnquiryToLead","test_enquiry_to_lead","",""
"Verify that entering an incomplete/short customer mobile number blocks submission.","30019","TC-SUPPORT-NEG-02: Verify Invalid/Short Customer Mobile Rejection","tests.latest_tests","2026-08-28","broken","2026-08-28","TestSupportTicketFlow","test_support_ticket_flow","",""
"Click Download button, save Excel file to disk, and verify file existence and non-zero size.","0","TC-DOWNLOAD-007: Download Physical Excel File to Disk & Validate Integrity","tests.latest_tests","2026-08-28","broken","2026-08-28","TestReportDownload","test_report_download","",""
"Complete flow: DB Cleanup -> Create Enquiry -> Sanitize -> Auto Poll / Fallback DB Update -> EnquiryToLead -> DB Verify.","2","TC-ENQ-011: Complete End-to-End Enquiry-to-Lead Pipeline with Automated State Polling & Fallback","tests.latest_tests","2026-08-28","broken","2026-08-28","TestEnquiryToLead","test_enquiry_to_lead","",""
"Pick today's date from calendar popover and click Save Details.","0","TC-DEMO-005: Select Demo Schedule Date in DatePicker and Save Details","tests.latest_tests","2026-08-28","broken","2026-08-28","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"","0","TC-DEMO-NEG-02: [Negative] Validate Mobile Number Field with Short Invalid Length (<10 digits)","tests.latest_tests","2026-08-28","broken","2026-08-28","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Verify that 'KPI (Overall Any Duration Conversion)' is present in the table.","0","TC-REP-007: Validate 'KPI (Overall Any Duration Conversion)' Metric Section","tests.latest_tests","2026-08-28","broken","2026-08-28","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Verify that entering less than 10 digits in mobile blocks Save and Continue.","30019","TC-PAYMENT-NEG-02: Verify Short Mobile Number Validation on Prospect Form","tests.latest_tests","2026-08-28","broken","2026-08-28","TestPaymentLinkFlow","test_payment_link_flow","",""
"Verify closing the Create Lead modal does not create a lead and restores the listing view.","30018","TC-LEAD-NEG-003: Verify Modal Dismissal Cancels Lead Creation","tests.latest_tests","2026-08-28","broken","2026-08-28","TestCreateLeadFlow","test_create_lead_flow","",""
"Verify that the 'New Leads' data metric section is present in the table.","0","TC-REP-005: Validate 'New Leads' Metric Column & Section Presence","tests.latest_tests","2026-08-28","broken","2026-08-28","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Verify that submitting Create Lead form without mobile number triggers validation.","30013","TC-LEAD-NEG-001: Validate Form Submission with Empty Mobile Number","tests.latest_tests","2026-08-28","broken","2026-08-28","TestCreateLeadFlow","test_create_lead_flow","",""
"Select 'BIPL' for Generated By and apply Date Range via 'Done' button.","0","TC-DOWNLOAD-004: Configure 'Generated By' & 'Date Range' Filters","tests.latest_tests","2026-08-28","broken","2026-08-28","TestReportDownload","test_report_download","",""
"Trigger sanitization on a non-existent mobile number and verify handling.","30016","TC-ENQ-009: [Negative] Sanitize API with Non-Existent Dummy Mobile Number","tests.latest_tests","2026-08-28","broken","2026-08-28","TestEnquiryToLead","test_enquiry_to_lead","",""
"Call /auth/v1/enquiry/sanitize/v2/ to trigger sanitization on the enquiry.","30015","TC-ENQ-003: Trigger Enquiry Sanitization API","tests.latest_tests","2026-08-28","broken","2026-08-28","TestEnquiryToLead","test_enquiry_to_lead","",""
"","0","TC-DEMO-NEG-01: [Negative] Validate Form Submission Blocked with Empty Mobile","tests.latest_tests","2026-08-28","broken","2026-08-28","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Select 'Follow Up - Customer' from Call Disposition dropdown.","0","TC-DEMO-004: Select Call Disposition ('Follow Up - Customer')","tests.latest_tests","2026-08-28","broken","2026-08-28","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Verify successful lead creation with dynamic valid mobile number and verify in listing.","30016","TC-LEAD-E2E: Complete Lead Navigation, Modal Input, Lead Creation & Search Flow","tests.latest_tests","2026-08-28","broken","2026-08-28","TestCreateLeadFlow","test_create_lead_flow","",""
"Verify that user can navigate to the Report listing module and URL reflects /report.","0","TC-REP-001: Verify Successful Navigation to Report Module & Page URL","tests.latest_tests","2026-08-28","broken","2026-08-28","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Perform database pre-cleanup and call /API/enquiry/create/ with configured payload & headers.","2","TC-ENQ-001: DB Pre-cleanup and Create Enquiry via REST API","tests.latest_tests","2026-08-28","broken","2026-08-28","TestEnquiryToLead","test_enquiry_to_lead","",""
"Check/poll DB for auto-transition to 'ready_to_convert'. If timeout occurs, automatically apply DB fallback.","2","TC-ENQ-004: Ensure DB State is 'ready_to_convert' (Auto-poll with Fallback)","tests.latest_tests","2026-08-28","broken","2026-08-28","TestEnquiryToLead","test_enquiry_to_lead","",""
"Query PostgreSQL database to assert lead record is stored for target mobile.","0","TC-DEMO-006: Verify Record Persistence in PostgreSQL Database","tests.latest_tests","2026-08-28","broken","2026-08-28","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Verify that 'Follow Up Hygiene (Assigned to First Follow Up)' is present in the table.","0","TC-REP-008: Validate 'Follow Up Hygiene (Assigned to First Follow Up)' Metric Section","tests.latest_tests","2026-08-28","broken","2026-08-28","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Click the Total Lead count cell, verify navigation to /lead/listing, and await loader completion.","0","TC-DASH-005: Verify Interactive Navigation from KPI Cell to Leads Listing","tests.latest_tests","2026-08-28","broken","2026-08-28","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Click 'Download Report' icon button for Overall Summary and verify modal opens.","0","TC-DOWNLOAD-002: Open 'Advance Filters' Dialog for Overall Summary","tests.latest_tests","2026-08-28","broken","2026-08-28","TestReportDownload","test_report_download","",""
"","0","TC-DEMO-NEG-03: [Negative] Verify Create Lead Modal Dismissal via Close Button","tests.latest_tests","2026-08-28","broken","2026-08-28","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Single-session verification of the complete Support Ticket workflow:
1. Authenticate and navigate to Support module
2. Apply 'Last Month Onwards' date filter
3. Open Add Support modal and fill ticket details (Problem, Solution, Customer details)
4. Select Disposition, Sub Disposition, and Status
5. Submit ticket and verify success toast notification
6. Verify record in Support History Grid and navigate to Support Dashboard","30022","TC-SUPPORT-E2E: Complete Support Module Navigation, Date Filter, Ticket Creation & Dashboard Flow","tests.latest_tests","2026-08-28","broken","2026-08-28","TestSupportTicketFlow","test_support_ticket_flow","",""
"Verify that the 'BIPL Generated' data metric section is present in the table.","0","TC-REP-006: Validate 'BIPL Generated' Metric Column & Section Presence","tests.latest_tests","2026-08-28","broken","2026-08-28","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Verify clicking 'Save and Continue' on empty prospect form triggers validations and blocks progression.","30023","TC-PAYMENT-NEG-01: Verify Blank Prospect Form Submission Is Blocked","tests.latest_tests","2026-08-28","broken","2026-08-28","TestPaymentLinkFlow","test_payment_link_flow","",""
"Locate Dashboard KPI metrics table, assert visibility, and capture DOM structure.","0","TC-DASH-003: Verify Dashboard KPI Metrics Table Rendering & Structure","tests.latest_tests","2026-08-28","broken","2026-08-28","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Complete multi-step wizard flow:
1. Click 'Generate Payment Link' -> Click 'New' to open Prospect creation
2. Fill Prospect details (Name, 10-digit Mobile, Email, GSTIN/Remarks)
3. Click 'Save and Continue'
4. Select Product / Edition / Validity & verify Amount
5. Click 'Save and Continue' / 'Generate Payment Link'
6. Verify Success Toast & generated link record in Payments Listing","30020","TC-PAYMENT-E2E: Complete Generate Payment Link → New Prospect → Product Selection → Link Generation","tests.latest_tests","2026-08-28","broken","2026-08-28","TestPaymentLinkFlow","test_payment_link_flow","",""
"Select 'Demo Scheduled' from the Stage dropdown on Lead Details dialog.","0","TC-DEMO-003: Update Lead Stage to 'Demo Scheduled'","tests.latest_tests","2026-08-28","broken","2026-08-28","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Poll the reports listing row until status becomes 'Completed' and format shows 'XLSX'.","0","TC-DOWNLOAD-006: Poll and Verify Report Generation Status ('Completed' & 'XLSX')","tests.latest_tests","2026-08-28","broken","2026-08-28","TestReportDownload","test_report_download","",""
"Verify that the user navigates to the Report module and reports listing table is visible.","0","TC-DOWNLOAD-001: Navigate to Report Module and Verify Listing View","tests.latest_tests","2026-08-28","broken","2026-08-28","TestReportDownload","test_report_download","",""
"Execute /auth/v1/enquiry/enquiryToLead endpoint after ensuring state is ready_to_convert.","1","TC-ENQ-005: Trigger Enquiry-to-Lead Conversion API","tests.latest_tests","2026-08-28","broken","2026-08-28","TestEnquiryToLead","test_enquiry_to_lead","",""
"Select 'CRM SUPER ADMIN' for Assigned To and '3M Infocare' for Partner Name.","0","TC-DOWNLOAD-003: Configure 'Assigned To' & 'Partner Name' Filters","tests.latest_tests","2026-08-28","broken","2026-08-28","TestReportDownload","test_report_download","",""
"Verify that the 'Tasks for Today' header / section is rendered and visible on dashboard.","0","TC-DASH-002: Verify 'Tasks for Today' Dashboard Section Visibility","tests.latest_tests","2026-08-28","broken","2026-08-28","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Trigger /enquiryToLead when enquiry is in 'pending' state without waiting for sanitization.","1","TC-ENQ-010: [Negative] Trigger Conversion when State is 'pending'","tests.latest_tests","2026-08-28","broken","2026-08-28","TestEnquiryToLead","test_enquiry_to_lead","",""
"Enquiry creation accepts empty/missing mobile with 200, and sanitization API fails validation.","30016","TC-ENQ-007: [Negative] Create Enquiry with Missing Mobile and Assert Failure at Sanitization API","tests.latest_tests","2026-08-28","broken","2026-08-28","TestEnquiryToLead","test_enquiry_to_lead","",""
"Locate 'All (N)' tab on the Leads listing page, parse numeric count using regex.","0","TC-DASH-006: Extract Lead Count from 'All' Tab on Leads Listing Page","tests.latest_tests","2026-08-28","broken","2026-08-28","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
