"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Pick today's date from calendar popover and click Save Details.","10578","TC-DEMO-005: Select Demo Schedule Date in DatePicker and Save Details","tests.latest_tests","2026-09-15","passed","2026-09-15","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Single-session verification of the complete CRM login flow:
1. Verify initial Login page UI elements (Heading, Email Input, Disabled Continue Button, Google option)
2. Verify entering valid email enables Continue button
3. Click Continue and verify OTP verification screen is displayed
4. Submit valid OTP, verify Company Listing screen, and log out cleanly","6568","TC-AUTH-E2E: Complete CRM Email + OTP Login, Company Listing, and Logout Flow","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCrmLoginFlow","test_crm_login","",""
"Verify that the 'Tasks for Today' header / section is rendered and visible on dashboard.","7","TC-DASH-002: Verify 'Tasks for Today' Dashboard Section Visibility","tests.latest_tests","2026-09-15","passed","2026-09-15","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Click 'Save and Continue' on empty prospect form and verify submission is blocked.","2217","TC-PAYMENT-NEG-01: Verify Blank Form Submission Is Blocked","tests.latest_tests","2026-09-15","passed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Select 'CRM SUPER ADMIN' for Assigned To and '3M Infocare' for Partner Name.","13146","TC-DOWNLOAD-003: Configure 'Assigned To' & 'Partner Name' Filters","tests.latest_tests","2026-09-15","broken","2026-09-15","TestReportDownload","test_report_download","",""
"Extract Subscription ID from the top row, open Follow Up Update modal, and verify details.","5604","TC-RENEWAL-007: Extract Top Row Subscription ID & Open Follow-Up Modal","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Search with a non-existent 10-digit Subscription ID ('0000000000') and verify empty state display.","7024","TC-RENEWAL-011: Search Renewal Listing with Non-Existent Subscription ID","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Locate 'All (N)' tab on the Leads listing page, parse numeric count using regex.","7439","TC-DASH-006: Extract Lead Count from 'All' Tab on Leads Listing Page","tests.latest_tests","2026-09-15","passed","2026-09-15","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"","4979","TC-LEAD-005: Close Details Dialog and Search Created Lead in Listing Table","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCreateLeadFlow","test_create_lead_flow","",""
"Send enquiry create request without client/secret headers and assert unauthorized.","124","TC-ENQ-008: [Negative] Create Enquiry with Missing / Invalid Authorization Headers","tests.latest_tests","2026-09-15","passed","2026-09-15","TestEnquiryToLead","test_enquiry_to_lead","",""
"Reset existing payment prospect records in PostgreSQL for mobile 9811511401 and rohitsolanki1170@gmail.com.","194","TC-PAYMENT-001: Execute Database Pre-cleanup for Target Mobile & Email","tests.latest_tests","2026-09-15","passed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Click 'Save and Continue' and assert 'Payment prospect created successfully' toast.","3765","TC-PAYMENT-006: Submit Prospect Form & Verify Success Toast Notification","tests.latest_tests","2026-09-15","passed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Query PostgreSQL database to assert lead record is stored for target mobile.","2039","TC-DEMO-006: Verify Record Persistence in PostgreSQL Database","tests.latest_tests","2026-09-15","passed","2026-09-15","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Verifies server-side rejection when submitting an incorrect OTP:
1. Enter registered valid email and advance to OTP screen
2. Enter intentionally incorrect OTP digits
3. Verify 'Invalid OTP' error message is displayed
4. Verify Company Listing is NOT accessible and user remains on OTP screen","7492","TC-AUTH-NEG-04: Verify Incorrect OTP Displays Error and Prevents Authentication","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCrmLoginFlow","test_crm_login","",""
"Enter 5-digit incomplete mobile number and verify submission is blocked.","3031","TC-PAYMENT-NEG-02: Verify Incomplete Mobile Number (<10 Digits) Rejection","tests.latest_tests","2026-09-15","passed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Select 'Demo Scheduled' from the Stage dropdown on Lead Details dialog.","5176","TC-DEMO-003: Update Lead Stage to 'Demo Scheduled'","tests.latest_tests","2026-09-15","passed","2026-09-15","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Trigger sanitization on a non-existent mobile number and verify handling.","38","TC-ENQ-009: [Negative] Sanitize API with Non-Existent Dummy Mobile Number","tests.latest_tests","2026-09-15","passed","2026-09-15","TestEnquiryToLead","test_enquiry_to_lead","",""
"Poll the reports listing row until status becomes 'Completed' and format shows 'XLSX'.","25144","TC-DOWNLOAD-006: Poll and Verify Report Generation Status ('Completed' & 'XLSX')","tests.latest_tests","2026-09-15","passed","2026-09-15","TestReportDownload","test_report_download","",""
"Verify that the 'BIPL Generated' data metric section is present in the table.","18","TC-REP-006: Validate 'BIPL Generated' Metric Column & Section Presence","tests.latest_tests","2026-09-15","passed","2026-09-15","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Verify that 'Follow Up Hygiene (Assigned to First Follow Up)' is present in the table.","9","TC-REP-008: Validate 'Follow Up Hygiene (Assigned to First Follow Up)' Metric Section","tests.latest_tests","2026-09-15","passed","2026-09-15","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Click 'Download Report' icon button for Overall Summary and verify modal opens.","424","TC-DOWNLOAD-002: Open 'Advance Filters' Dialog for Overall Summary","tests.latest_tests","2026-09-15","passed","2026-09-15","TestReportDownload","test_report_download","",""
"Find the 'Overall Summary' row in the reports listing and click its 'View Report' button.","363","TC-REP-002: Locate 'Overall Summary' Row and Open 'View Report'","tests.latest_tests","2026-09-15","passed","2026-09-15","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Select 'Follow Up - Customer' from Call Disposition dropdown.","4039","TC-DEMO-004: Select Call Disposition ('Follow Up - Customer')","tests.latest_tests","2026-09-15","passed","2026-09-15","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Verify pagination selector exists, switch rows per page or inspect page controls, and ensure table stability.","2134","TC-RENEWAL-005: Verify Listing Rows Per Page and Pagination Controls","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Fill valid problem description and solution provided textboxes.","688","TC-SUPPORT-001: Fill Problem and Solution Descriptions","tests.latest_tests","2026-09-15","passed","2026-09-15","TestSupportTicketFlow","test_support_ticket_flow","",""
"Click the Total Lead count cell, verify navigation to /lead/listing, and await loader completion. Skip if count is 0.","457","TC-DASH-005: Verify Interactive Navigation from KPI Cell to Leads Listing","tests.latest_tests","2026-09-15","passed","2026-09-15","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Fill valid Mobile (9811511401), unique dynamic Email, and Name (Test Rohit).","1287","TC-PAYMENT-004: Fill Customer Identity Details (Mobile, Dynamic Email, Customer Name)","tests.latest_tests","2026-09-15","passed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Fill Address and Pincode 781037; verify City (Kamrup) and State (Assam) auto-fill.","6968","TC-PAYMENT-005: Fill Billing Address & Verify Pincode Auto-Populates City & State","tests.latest_tests","2026-09-15","passed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Open Date Filter, select 'Last Month Onwards', extract numeric Total Lead count, and check if clickable.","5786","TC-DASH-004: Apply 'Last Month Onwards' Filter and Extract Total Lead Count from KPI Table","tests.latest_tests","2026-09-15","passed","2026-09-15","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Fill customer name and valid 10-digit mobile.","705","TC-SUPPORT-002: Fill Customer Name and Valid 10-Digit Mobile","tests.latest_tests","2026-09-15","passed","2026-09-15","TestSupportTicketFlow","test_support_ticket_flow","",""
"Locate Dashboard KPI metrics table, assert visibility, and capture DOM structure.","19","TC-DASH-003: Verify Dashboard KPI Metrics Table Rendering & Structure","tests.latest_tests","2026-09-15","passed","2026-09-15","TestDashboardLeadCountSync","test_dashboard_lead_count_sync","",""
"Assert Taxable Amount, GST (18%), and initial Grand Total before TDS deduction.","30009","TC-PAYMENT-009: Verify Initial Order Summary Pricing","tests.latest_tests","2026-09-15","broken","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"","2224","TC-LEAD-004: Submit Create Lead Form and Verify 'Lead Details' Confirmation","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCreateLeadFlow","test_create_lead_flow","",""
"Verify closing the Create Lead modal does not create a lead and restores the listing view.","1677","TC-LEAD-NEG-003: Verify Modal Dismissal Cancels Lead Creation","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCreateLeadFlow","test_create_lead_flow","",""
"Click Download button, save Excel file to disk, and verify file existence and non-zero size.","2265","TC-DOWNLOAD-007: Download Physical Excel File to Disk & Validate Integrity","tests.latest_tests","2026-09-15","passed","2026-09-15","TestReportDownload","test_report_download","",""
"Navigate to Renewal Lead Listing (/lead/renewal/listing) and verify header columns & table load.","9751","TC-RENEWAL-003: Navigate to Renewal Lead Listing & Validate Columns","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Execute /auth/v1/enquiry/enquiryToLead endpoint after ensuring state is ready_to_convert.","350","TC-ENQ-005: Trigger Enquiry-to-Lead Conversion API","tests.latest_tests","2026-09-15","passed","2026-09-15","TestEnquiryToLead","test_enquiry_to_lead","",""
"Verify that the primary Overall Summary data table loads and is visible.","18542","TC-REP-004: Verify Overall Summary Main Data Table Rendering","tests.latest_tests","2026-09-15","passed","2026-09-15","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Verify that the user navigates to the Report module and reports listing table is visible.","4359","TC-DOWNLOAD-001: Navigate to Report Module and Verify Listing View","tests.latest_tests","2026-09-15","passed","2026-09-15","TestReportDownload","test_report_download","",""
"","1685","TC-DEMO-NEG-03: [Negative] Verify Create Lead Modal Dismissal via Close Button","tests.latest_tests","2026-09-15","passed","2026-09-15","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"","1112","TC-LEAD-003: Fill Valid Dynamic Mobile, Contact Person & Remarks","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCreateLeadFlow","test_create_lead_flow","",""
"Enter invalid email format (missing domain) and verify submission is blocked.","3007","TC-PAYMENT-NEG-03: Verify Invalid Email Format Rejection","tests.latest_tests","2026-09-15","passed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Select duration and assert plans grid is displayed.","25489","TC-PAYMENT-007: Activate Plan Duration & Verify Plans Grid Rendering","tests.latest_tests","2026-09-15","failed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Call /auth/v1/enquiry/sanitize/v2/ to trigger sanitization on the enquiry.","201","TC-ENQ-003: Trigger Enquiry Sanitization API","tests.latest_tests","2026-09-15","passed","2026-09-15","TestEnquiryToLead","test_enquiry_to_lead","",""
"Confirm TDS deduction modal and assert TDS deduction and final Grand Total.","10050","TC-PAYMENT-011: Confirm TDS Deduction & Validate TDS and Final Total","tests.latest_tests","2026-09-15","failed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Click table column headers (Company Name / Expiry Date) to test sorting and ensure table re-renders cleanly.","3222","TC-RENEWAL-006: Verify Sortable Columns on Renewal Lead Listing Table","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Complete flow: DB Cleanup -> Create Enquiry -> Sanitize -> Auto Poll / Fallback DB Update -> EnquiryToLead -> DB Verify.","13510","TC-ENQ-011: Complete End-to-End Enquiry-to-Lead Pipeline with Automated State Polling & Fallback","tests.latest_tests","2026-09-15","passed","2026-09-15","TestEnquiryToLead","test_enquiry_to_lead","",""
"Click 'Back to listing' button and assert return to /payments/listing.","10026","TC-PAYMENT-014: Navigate 'Back to listing' & Assert Payments Listing Screen","tests.latest_tests","2026-09-15","failed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Navigate to Renewal Dashboard (/dashboard/renewal), apply 'This Month' and 'Desktop' filters, verify key KPI tables and metrics are rendered, and scan for any red error messages or anomalies.","8463","TC-RENEWAL-001: Verify Renewal Dashboard UI, Filters, Metrics & Error Absence","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Switch between various date ranges and product filters on the dashboard and verify table stability without errors.","14390","TC-RENEWAL-002: Verify Dynamic Date & Product Filter Switching on Renewal Dashboard","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Enter draft remarks, close/cancel modal, re-open modal, and verify unsaved draft was discarded.","6320","TC-RENEWAL-009: Verify Follow-Up Modal Cancellation Discards Unsaved Input","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Navigate across other tabs in the History dialog (Status History / Audit logs) and close cleanly.","2194","TC-RENEWAL-016: Navigate History Modal Tabs and Close Cleanly","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"","1731","TC-DEMO-NEG-01: [Negative] Validate Form Submission Blocked with Empty Mobile","tests.latest_tests","2026-09-15","passed","2026-09-15","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Select 'BIPL' for Generated By and apply Date Range via 'Done' button.","4255","TC-DOWNLOAD-004: Configure 'Generated By' & 'Date Range' Filters","tests.latest_tests","2026-09-15","passed","2026-09-15","TestReportDownload","test_report_download","",""
"Click 'New' button under Desktop tab and verify Prospect/Invoice Details form opens.","4381","TC-PAYMENT-003: Open 'New' Prospect Creation Form Under Desktop Tab","tests.latest_tests","2026-09-15","passed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Click row to open Order Summary modal and assert pricing details and customer info.","30318","TC-PAYMENT-016: Open and Verify Row-Level 'Order Summary' Modal Details & Pricing","tests.latest_tests","2026-09-15","broken","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Verify that entering an incomplete/short customer mobile number (<10 digits) blocks submission.","718","TC-SUPPORT-NEG-02: Verify Invalid/Short Customer Mobile Rejection","tests.latest_tests","2026-09-15","passed","2026-09-15","TestSupportTicketFlow","test_support_ticket_flow","",""
"Verify that user can navigate to the Report listing module and URL reflects /report.","6189","TC-REP-001: Verify Successful Navigation to Report Module & Page URL","tests.latest_tests","2026-09-15","passed","2026-09-15","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Check/poll DB for auto-transition to 'ready_to_convert'. If timeout occurs, automatically apply DB fallback.","10254","TC-ENQ-004: Ensure DB State is 'ready_to_convert' (Auto-poll with Fallback)","tests.latest_tests","2026-09-15","passed","2026-09-15","TestEnquiryToLead","test_enquiry_to_lead","",""
"Reset existing lead records for target mobile in PostgreSQL database.","56","TC-DEMO-001: Execute Database Pre-cleanup for Target Mobile Number","tests.latest_tests","2026-09-15","passed","2026-09-15","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Perform database pre-cleanup and call /API/enquiry/create/ with configured payload & headers.","5749","TC-ENQ-001: DB Pre-cleanup and Create Enquiry via REST API","tests.latest_tests","2026-09-15","passed","2026-09-15","TestEnquiryToLead","test_enquiry_to_lead","",""
"Select configured Disposition and Sub-Disposition options.","2283","TC-SUPPORT-003: Configure Disposition and Sub-Disposition","tests.latest_tests","2026-09-15","passed","2026-09-15","TestSupportTicketFlow","test_support_ticket_flow","",""
"Verify that submitting an empty Add Support form triggers mandatory validation and prevents submission.","393","TC-SUPPORT-NEG-01: Verify Blank Form Submission Is Blocked","tests.latest_tests","2026-09-15","passed","2026-09-15","TestSupportTicketFlow","test_support_ticket_flow","",""
"","21","TC-LEAD-001: Verify Navigation to Lead Module and Listing Table Load","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCreateLeadFlow","test_create_lead_flow","",""
"Verifies server-side rejection for unregistered accounts:
1. Enter syntactically valid but unregistered email address
2. Verify Continue button becomes enabled
3. Click Continue button
4. Verify 'Invalid Credential' error message or notification appears
5. Verify user remains on Login screen and is not navigated to OTP screen","2259","TC-AUTH-NEG-03: Verify Unregistered Email Displays Error and Stays on Login Page","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCrmLoginFlow","test_crm_login","",""
"Attempt to submit Follow-Up modal without selecting Call Disposition and assert submission is prevented.","2180","TC-RENEWAL-008: Verify Mandatory Validation when Saving Follow-Up without Call Disposition","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Fill valid target mobile, contact person, and remarks, then submit.","4122","TC-DEMO-002: Open Create Lead Modal and Submit Valid Details","tests.latest_tests","2026-09-15","passed","2026-09-15","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Verify that the newly inserted enquiry appears in PostgreSQL with initial 'pending' status.","27","TC-ENQ-002: Verify Created Enquiry Exists in DB with Initial State","tests.latest_tests","2026-09-15","passed","2026-09-15","TestEnquiryToLead","test_enquiry_to_lead","",""
"Assert that no error alerts, crashes, or 'Something went wrong' states exist on the report page.","9","TC-REP-003: Verify Absence of System Errors, 500 Banners & Broken State","tests.latest_tests","2026-09-15","passed","2026-09-15","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Click '+' button on selected plan to increment quantity to 1.","30031","TC-PAYMENT-008: Add Quantity 1 to Target Plan","tests.latest_tests","2026-09-15","broken","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"","2020","TC-LEAD-002: Open Create Lead Modal & Verify Input Fields Rendered","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCreateLeadFlow","test_create_lead_flow","",""
"Verify that the 'New Leads' data metric section is present in the table.","70","TC-REP-005: Validate 'New Leads' Metric Column & Section Presence","tests.latest_tests","2026-09-15","passed","2026-09-15","TestOverallSummaryReportFlow","test_overall_summary_report","",""
"Select configured status from the Status dropdown.","765","TC-SUPPORT-004: Set Support Ticket Status","tests.latest_tests","2026-09-15","passed","2026-09-15","TestSupportTicketFlow","test_support_ticket_flow","",""
"Click 'Send Payment Link' button and assert 'Payment Link Generated' modal appears.","15017","TC-PAYMENT-012: Trigger 'Send Payment Link' and Verify Generated Dialog","tests.latest_tests","2026-09-15","failed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Click Dashboard menu item from main navigation and assert URL.","373","TC-SUPPORT-007: Navigate to Support Dashboard & Verify Landing URL","tests.latest_tests","2026-09-15","passed","2026-09-15","TestSupportTicketFlow","test_support_ticket_flow","",""
"Open History modal, switch to Follow Up History tab, and assert newly created follow-up card.","6344","TC-RENEWAL-015: Open History Modal & Verify Follow-Up Record and Remarks","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Click 'Copy' button and assert clipboard confirmation.","10023","TC-PAYMENT-013: Copy Generated Payment Link to Clipboard & Verify Confirmation","tests.latest_tests","2026-09-15","failed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Clear search input and verify listing table restores and displays records.","5218","TC-RENEWAL-013: Clear Search Filter and Verify Full Lead Listing Restores","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Verify that Customer Name, Disposition, and Sub Disposition appear in the history grid.","20","TC-SUPPORT-006: Verify Newly Created Ticket in Support History Grid","tests.latest_tests","2026-09-15","passed","2026-09-15","TestSupportTicketFlow","test_support_ticket_flow","",""
"Verifies that client-side email format validation prevents submission for malformed email syntax.","2047","TC-AUTH-NEG-01: Verify Continue Button Remains Disabled for Malformed Email Format","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCrmLoginFlow","test_crm_login","",""
"Click Deduct TDS switch and assert confirmation modal appears.","30015","TC-PAYMENT-010: Trigger 'Deduct TDS' Toggle & Verify 'Confirm TDS Deduction' Modal","tests.latest_tests","2026-09-15","broken","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Verifies that empty and whitespace-only email entries cannot be submitted.","1561","TC-AUTH-NEG-02: Verify Continue Button Disabled on Empty or Whitespace-Only Email","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCrmLoginFlow","test_crm_login","",""
"Verify entering incomplete mobile number (<10 digits) prevents submission.","1722","TC-LEAD-NEG-002: Validate Mobile Number Field with Short Invalid Length (< 10 Digits)","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCreateLeadFlow","test_create_lead_flow","",""
"Switch across listing tabs (Overdue, Upcoming, Due, All) and verify table updates cleanly without error.","4688","TC-RENEWAL-004: Verify Status Segment Tab Switching on Renewal Lead Listing","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Trigger /enquiryToLead when enquiry is in 'pending' state without waiting for sanitization.","5166","TC-ENQ-010: [Negative] Trigger Conversion when State is 'pending'","tests.latest_tests","2026-09-15","passed","2026-09-15","TestEnquiryToLead","test_enquiry_to_lead","",""
"Search with special characters and SQL injection payload strings, asserting system handles them safely without UI crash.","4136","TC-RENEWAL-012: Search Renewal Listing with Special Characters and Injection Strings","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Verify URL is /payments/generate and 'Desktop' tab is active.","84","TC-PAYMENT-002: Verify Navigation to 'Generate Payment Link' Screen","tests.latest_tests","2026-09-15","passed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"","1658","TC-DEMO-NEG-02: [Negative] Validate Mobile Number Field with Short Invalid Length (<10 digits)","tests.latest_tests","2026-09-15","passed","2026-09-15","TestLeadDemoScheduleFlow","test_lead_demo_schedule_flow","",""
"Verifies that the Clear Email (X) button correctly clears the input and resets Continue button state:
1. Enter a valid email
2. Verify Continue button becomes enabled and Clear button is visible
3. Click the Clear button
4. Verify email input is cleared and Continue button is disabled again","2081","TC-AUTH-NEG-05: Verify Email Clear (X) Button Resets Field and Disables Continue","tests.latest_tests","2026-09-15","passed","2026-09-15","TestCrmLoginFlow","test_crm_login","",""
"Assert prospect row in listing table with Customer, Product, Amount, and Status Payment Pending.","20011","TC-PAYMENT-015: Verify Created Payment Record in Listing Grid","tests.latest_tests","2026-09-15","failed","2026-09-15","TestPaymentLinkFlow","test_payment_link_flow","",""
"Verify that 'KPI (Overall Any Duration Conversion)' is present in the table.","12","TC-REP-007: Validate 'KPI (Overall Any Duration Conversion)' Metric Section","tests.latest_tests","2026-09-15","passed","2026-09-15","TestOverallSummaryReportFlow","test_overall_summary_report","",""
