"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","5️⃣ Follow-up remarks verified successfully","chromium","2026-05-30","skipped","2026-05-30","Create Lead and verify in listing + follow-up remarks","latest_tests\create-lead-and-verify.spec.js","",""
"","5723","8️⃣ Sub disposition selected successfully","chromium","2026-05-30","failed","2026-05-30","Support Ticket Update Flow","latest_tests\support-add-update-flow.spec.js","",""
"","1773","3️⃣ Date filter applied successfully","chromium","2026-05-30","passed","2026-05-30","Support Ticket Update Flow","latest_tests\support-add-update-flow.spec.js","",""
"","6786","2️⃣ Create Lead Successfully","chromium","2026-05-30","failed","2026-05-30","Create Lead and Demo Schedule Flow","latest_tests\demo-schedule.spec.js","",""
"","3656","Verify user record exists in database after login","chromium","2026-05-30","passed","2026-05-30","","latest_tests\db-validation.spec.js","",""
"","582","5️⃣ Problem details entered successfully","chromium","2026-05-30","passed","2026-05-30","Support Ticket Update Flow","latest_tests\support-add-update-flow.spec.js","",""
"","0","4️⃣ Set Call Disposition","chromium","2026-05-30","skipped","2026-05-30","Create Lead and Demo Schedule Flow","latest_tests\demo-schedule.spec.js","",""
"","533","🔟 Lead saved successfully with Demo Done stage","chromium","2026-05-30","passed","2026-05-30","Create Lead with Demo Done Stage","latest_tests\demo_done.spec.js","",""
"","3","6️⃣ Mobile number successfully updated in database","chromium","2026-05-30","skipped","2026-05-30","Create Lead and verify in listing + follow-up remarks","latest_tests\create-lead-and-verify.spec.js","",""
"","4372","test","chromium","2026-05-30","passed","2026-05-30","","latest_tests\mazu.spec.js","",""
"","769","4️⃣ Support ticket opened successfully","chromium","2026-05-30","passed","2026-05-30","Support Ticket Update Flow","latest_tests\support-add-update-flow.spec.js","",""
"","11","3️⃣ Lead module opened successfully from left sidebar","chromium","2026-05-30","passed","2026-05-30","Create Lead Flow","latest_tests\create-lead.spec.js","",""
"","1","2️⃣ Mobile number searched correctly","chromium","2026-05-30","skipped","2026-05-30","Create Lead and verify in listing + follow-up remarks","latest_tests\create-lead-and-verify.spec.js","",""
"","530","4️⃣ Create Lead popup opened successfully","chromium","2026-05-30","passed","2026-05-30","Create Lead with Demo Done Stage","latest_tests\demo_done.spec.js","",""
"","0","3️⃣ Created lead visible in listing","chromium","2026-05-30","skipped","2026-05-30","Create Lead and verify in listing + follow-up remarks","latest_tests\create-lead-and-verify.spec.js","",""
"","29","4️⃣ Report contains ""New Leads""","chromium","2026-05-30","passed","2026-05-30","Overall Summary Report Tests","latest_tests\view-report.smoke.spec.js","",""
"","0","🔟 Support ticket updated successfully","chromium","2026-05-30","skipped","2026-05-30","Support Ticket Update Flow","latest_tests\support-add-update-flow.spec.js","",""
"","689","7️⃣ Disposition selected successfully","chromium","2026-05-30","passed","2026-05-30","Support Ticket Update Flow","latest_tests\support-add-update-flow.spec.js","",""
"","11","5️⃣ Lead information entered successfully","chromium","2026-05-30","passed","2026-05-30","Create Lead Flow","latest_tests\create-lead.spec.js","",""
"","1","6️⃣ Mobile number successfully updated in database","chromium","2026-05-30","skipped","2026-05-30","Create Lead and Demo Schedule Flow","latest_tests\demo-schedule.spec.js","",""
"","36","5️⃣ Report contains other key sections","chromium","2026-05-30","passed","2026-05-30","Overall Summary Report Tests","latest_tests\view-report.smoke.spec.js","",""
"","35494","1️⃣ Lead created successfully","chromium","2026-05-30","failed","2026-05-30","Create Lead and verify in listing + follow-up remarks","latest_tests\create-lead-and-verify.spec.js","",""
"","1742","2️⃣ Support module selected successfully","chromium","2026-05-30","passed","2026-05-30","Support Ticket Update Flow","latest_tests\support-add-update-flow.spec.js","",""
"","973","7️⃣ Demo Done stage selected successfully","chromium","2026-05-30","passed","2026-05-30","Create Lead with Demo Done Stage","latest_tests\demo_done.spec.js","",""
"","25","3️⃣ Table is visible","chromium","2026-05-30","passed","2026-05-30","Overall Summary Report Tests","latest_tests\view-report.smoke.spec.js","",""
"","16","1️⃣ Login completed successfully","chromium","2026-05-30","passed","2026-05-30","Create Lead Flow","latest_tests\create-lead.spec.js","",""
"","747","5️⃣ Lead details entered successfully","chromium","2026-05-30","passed","2026-05-30","Create Lead with Demo Done Stage","latest_tests\demo_done.spec.js","",""
"","688","2️⃣ Busy Pvt. Ltd. dashboard opened successfully","chromium","2026-05-30","passed","2026-05-30","Create Lead with Demo Done Stage","latest_tests\demo_done.spec.js","",""
"","185","1️⃣ Login completed successfully","chromium","2026-05-30","passed","2026-05-30","Create Lead with Demo Done Stage","latest_tests\demo_done.spec.js","",""
"","153","1️⃣ User logged in successfully","chromium","2026-05-30","passed","2026-05-30","Support Ticket Update Flow","latest_tests\support-add-update-flow.spec.js","",""
"","12","2️⃣ Busy Pvt. Ltd. opened and dashboard loaded successfully","chromium","2026-05-30","passed","2026-05-30","Create Lead Flow","latest_tests\create-lead.spec.js","",""
"","34686","Download Overall Summary View Report (Excel)","chromium","2026-05-30","passed","2026-05-30","Sanity - Report Download","latest_tests\report-download.spec.js","",""
"","15","4️⃣ Create Lead popup opened successfully","chromium","2026-05-30","passed","2026-05-30","Create Lead Flow","latest_tests\create-lead.spec.js","",""
"","38","1️⃣ Report URL is correct","chromium","2026-05-30","passed","2026-05-30","Overall Summary Report Tests","latest_tests\view-report.smoke.spec.js","",""
"","762","3️⃣ Lead listing page opened successfully","chromium","2026-05-30","passed","2026-05-30","Create Lead with Demo Done Stage","latest_tests\demo_done.spec.js","",""
